,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,446817373.13522243,574286193.0398897,True,,5,,,,2024-04-19T14:45:00.000Z,144.77936153788966,5847951179.112714,18.5937,0.21569321,4.45266099,-13.7091488,-17.03505566,28.11273549,58.56829245,64689934006.55451,2.7741,83144788368.34,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:03.551999
5,3408,USDC,USDC,usd-coin,18558,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33215410512.250786,33215410512.250786,False,,6,,,,2024-04-19T14:45:00.000Z,0.9999178935773041,10980039621.001354,12.4708,-0.00925802,-0.03735602,0.0072434,-0.02224668,-0.00202468,-0.01932056,33212683313.71525,1.4243,33212683313.72,,2024-04-19T14:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-19 20:32:03.551999
6,52,XRP,XRP,xrp,1303,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55129144019.0,99987674482.0,False,,7,,,,2024-04-19T14:46:00.000Z,0.49849893297184517,2017652693.6478996,14.5977,-0.55748562,-0.41485172,-16.01099604,-16.34809826,-10.61156413,-9.13248456,27481819469.12268,1.1785,49849893297.18,,2024-04-19T14:46:00.000Z,,,,,,2024-04-19 20:32:03.551999
7,11419,Toncoin,TON,toncoin,286,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3471118107.2223177,5105430125.993948,True,,8,3414166606.0,21719581687.14879,,2024-04-19T14:45:00.000Z,6.361605684086756,1103961275.8031678,142.2629,0.59478467,3.00949618,-9.65975917,54.78681954,181.00548475,185.75666582,22081884681.041958,0.9469,32478733309.23,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:03.551999
8,74,Dogecoin,DOGE,dogecoin,957,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143950006383.70523,143950006383.70523,True,,9,,,,2024-04-19T14:46:00.000Z,0.15201797652404214,2151157589.0659328,-4.9691,-0.67332896,0.84168534,-20.66738281,13.16817406,76.08024735,91.90303193,21882988691.07382,0.9384,21882988691.07,,2024-04-19T14:46:00.000Z,,,,,,2024-04-19 20:32:03.551999
9,2010,Cardano,ADA,cardano,1144,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35624671812.692,36798870281.388,False,,10,,,,2024-04-19T14:45:00.000Z,0.47156236997692313,563143279.3857207,9.8778,-0.68115239,3.53617433,-16.42346994,-22.68641396,-24.1297946,-8.07023285,16799254669.643131,0.7204,21220306648.96,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:03.551999
10,5994,Shiba Inu,SHIB,shiba-inu,794,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-19T14:45:00.000Z,2.2856749704015047e-05,635574649.358188,13.6611,-0.48148242,0.78889847,-15.11585356,-11.27817874,134.5448639,143.45082046,13469240566.172176,0.5776,13474833056.92,,2024-04-19T14:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-19 20:32:03.551999
11,5805,Avalanche,AVAX,avalanche,715,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377990615.8286095,436680255.8286095,False,,12,,,,2024-04-19T14:45:00.000Z,35.256437573497124,646816723.821178,-6.6351,-0.36224402,0.96171938,-20.47745838,-34.02457317,-11.1544065,8.61980166,13326602550.329105,0.5715,25234750029.73,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:03.551999
12,6636,Polkadot,DOT,polkadot-new,746,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1435199497.9232976,1435199497.9232976,True,,13,,,,2024-04-19T14:46:00.000Z,6.796004105976681,275458340.08046,28.1658,-0.15622411,0.87547647,-16.9388618,-25.20733978,-11.61794323,-0.56486665,9753621680.782402,0.4183,9753621680.78,,2024-04-19T14:46:00.000Z,,,,,,2024-04-19 20:32:03.551999
13,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87606885505.59564,87606981023.8202,True,,14,71659659264.0,7865241003.789728,,2024-04-19T14:45:00.000Z,0.10975828080361842,459456885.77341235,13.0819,0.15156499,0.63628029,-8.91732274,-6.71249938,-19.31606299,-0.11560312,9615581139.653616,0.4123,9615591623.57,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:03.551999
14,1831,Bitcoin Cash,BCH,bitcoin-cash,882,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19693496.875,19693496.875,False,,15,,,,2024-04-19T14:45:00.000Z,475.69801220130586,553233636.1721098,-7.7794,-0.90935357,-2.1667781,-17.7639753,27.25039484,76.93296392,100.27196271,9368157316.73013,0.4017,9989658256.23,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:03.551999
0,1,Bitcoin,BTC,bitcoin,11013,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19687050.0,19687050.0,False,,1,,,,2024-04-19T14:46:00.000Z,64612.65521618699,49382355229.22416,13.3751,-0.44113841,1.2321874,-7.15085163,0.96004208,24.10279574,55.59456428,1272032573873.8342,54.5492,1356865759539.93,,2024-04-19T14:46:00.000Z,,,,,,2024-04-19 20:32:34.737309
1,1027,Ethereum,ETH,ethereum,8839,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073358.07268304,120073358.07268304,True,,2,,,,2024-04-19T14:45:00.000Z,3085.345514521486,19897800323.255833,5.731,-0.56587644,0.20810057,-10.84052049,-8.29634745,6.30669998,25.29165989,370467796743.0849,15.8869,370467796743.08,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
2,825,Tether USDt,USDT,tether,83521,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,109469563907.17447,111941048614.43317,True,,3,,,,2024-04-19T14:45:00.000Z,1.0004198802570494,83031330030.9585,10.6334,-0.02832496,-0.03313672,0.09149568,0.03938367,0.0391421,0.10386141,109515528015.8069,4.6964,111988050450.7,,2024-04-19T14:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-19 20:32:34.737309
3,1839,BNB,BNB,bnb,2151,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149533416.10078737,149533416.10078737,False,,4,,,,2024-04-19T14:45:00.000Z,558.4987132913644,1335476633.8358543,-23.0918,-0.51309086,0.94546048,-8.51214017,6.12987333,58.74176382,77.90609417,83514220486.35194,3.5814,83514220486.35,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,446817373.13522243,574286193.0398897,True,,5,,,,2024-04-19T14:45:00.000Z,144.77936153788966,5847951179.112714,18.5937,0.21569321,4.45266099,-13.7091488,-17.03505566,28.11273549,58.56829245,64689934006.55451,2.7741,83144788368.34,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
5,3408,USDC,USDC,usd-coin,18558,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33215410512.250786,33215410512.250786,False,,6,,,,2024-04-19T14:45:00.000Z,0.9999178935773041,10980039621.001354,12.4708,-0.00925802,-0.03735602,0.0072434,-0.02224668,-0.00202468,-0.01932056,33212683313.71525,1.4243,33212683313.72,,2024-04-19T14:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-19 20:32:34.737309
6,52,XRP,XRP,xrp,1303,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55129144019.0,99987674482.0,False,,7,,,,2024-04-19T14:46:00.000Z,0.49849893297184517,2017652693.6478996,14.5977,-0.55748562,-0.41485172,-16.01099604,-16.34809826,-10.61156413,-9.13248456,27481819469.12268,1.1785,49849893297.18,,2024-04-19T14:46:00.000Z,,,,,,2024-04-19 20:32:34.737309
7,11419,Toncoin,TON,toncoin,286,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3471118107.2223177,5105430125.993948,True,,8,3414166606.0,21719581687.14879,,2024-04-19T14:45:00.000Z,6.361605684086756,1103961275.8031678,142.2629,0.59478467,3.00949618,-9.65975917,54.78681954,181.00548475,185.75666582,22081884681.041958,0.9469,32478733309.23,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
8,74,Dogecoin,DOGE,dogecoin,957,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143950006383.70523,143950006383.70523,True,,9,,,,2024-04-19T14:46:00.000Z,0.15201797652404214,2151157589.0659328,-4.9691,-0.67332896,0.84168534,-20.66738281,13.16817406,76.08024735,91.90303193,21882988691.07382,0.9384,21882988691.07,,2024-04-19T14:46:00.000Z,,,,,,2024-04-19 20:32:34.737309
9,2010,Cardano,ADA,cardano,1144,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35624671812.692,36798870281.388,False,,10,,,,2024-04-19T14:45:00.000Z,0.47156236997692313,563143279.3857207,9.8778,-0.68115239,3.53617433,-16.42346994,-22.68641396,-24.1297946,-8.07023285,16799254669.643131,0.7204,21220306648.96,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
10,5994,Shiba Inu,SHIB,shiba-inu,794,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-19T14:45:00.000Z,2.2856749704015047e-05,635574649.358188,13.6611,-0.48148242,0.78889847,-15.11585356,-11.27817874,134.5448639,143.45082046,13469240566.172176,0.5776,13474833056.92,,2024-04-19T14:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-19 20:32:34.737309
11,5805,Avalanche,AVAX,avalanche,715,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377990615.8286095,436680255.8286095,False,,12,,,,2024-04-19T14:45:00.000Z,35.256437573497124,646816723.821178,-6.6351,-0.36224402,0.96171938,-20.47745838,-34.02457317,-11.1544065,8.61980166,13326602550.329105,0.5715,25234750029.73,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
12,6636,Polkadot,DOT,polkadot-new,746,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1435199497.9232976,1435199497.9232976,True,,13,,,,2024-04-19T14:46:00.000Z,6.796004105976681,275458340.08046,28.1658,-0.15622411,0.87547647,-16.9388618,-25.20733978,-11.61794323,-0.56486665,9753621680.782402,0.4183,9753621680.78,,2024-04-19T14:46:00.000Z,,,,,,2024-04-19 20:32:34.737309
13,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87606885505.59564,87606981023.8202,True,,14,71659659264.0,7865241003.789728,,2024-04-19T14:45:00.000Z,0.10975828080361842,459456885.77341235,13.0819,0.15156499,0.63628029,-8.91732274,-6.71249938,-19.31606299,-0.11560312,9615581139.653616,0.4123,9615591623.57,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
14,1831,Bitcoin Cash,BCH,bitcoin-cash,882,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19693496.875,19693496.875,False,,15,,,,2024-04-19T14:45:00.000Z,475.69801220130586,553233636.1721098,-7.7794,-0.90935357,-2.1667781,-17.7639753,27.25039484,76.93296392,100.27196271,9368157316.73013,0.4017,9989658256.23,,2024-04-19T14:45:00.000Z,,,,,,2024-04-19 20:32:34.737309
0,1,Bitcoin,BTC,bitcoin,11013,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19687050.0,19687050.0,False,,1,,,,2024-04-19T15:48:00.000Z,64637.31966462774,48788329669.65873,19.1871,-0.03908191,1.62297761,-6.90808995,1.698106,24.15698156,55.42830611,1272518144103.5095,54.2575,1357383712957.18,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
1,1027,Ethereum,ETH,ethereum,8839,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073358.07268304,120073358.07268304,True,,2,,,,2024-04-19T15:48:00.000Z,3090.997094600054,19631136081.254887,10.2846,-0.05868883,0.89284627,-10.23739744,-6.47434234,6.5976478,25.30138219,371146400941.5352,15.8249,371146400941.54,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
2,825,Tether USDt,USDT,tether,83523,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,109469563907.17447,111941048614.43317,True,,3,,,,2024-04-19T15:48:00.000Z,1.0006102923635942,82164182621.08182,14.3792,0.01614366,0.00971343,0.12027612,0.06861909,0.04651589,0.12361795,109536372346.07301,4.6704,112009365381.58,,2024-04-19T15:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-19 21:34:38.987022
3,1839,BNB,BNB,bnb,2151,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149533416.10078737,149533416.10078737,False,,4,,,,2024-04-19T15:48:00.000Z,560.2361588424894,1305535868.449217,-21.0051,0.08153721,1.75976195,-8.40479456,8.23460952,58.37549568,78.30844886,83774026654.90079,3.5719,83774026654.9,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,446817373.13522243,574286193.0398897,True,,5,,,,2024-04-19T15:48:00.000Z,146.99720658211618,5885915752.222875,23.0745,0.32154507,5.5396896,-12.38172818,-13.86082693,29.2660133,61.33027485,65680905703.23678,2.8005,84418466155.54,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
5,3408,USDC,USDC,usd-coin,18560,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33215410512.250786,33215410512.250786,False,,6,,,,2024-04-19T15:48:00.000Z,1.0001166147254683,10866189566.48533,15.4882,0.0202013,0.01651758,0.02494157,0.01161807,0.00858155,0.01216397,33219283918.22899,1.4164,33219283918.23,,2024-04-19T15:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-19 21:34:38.987022
6,52,XRP,XRP,xrp,1303,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55129144019.0,99987674482.0,False,,7,,,,2024-04-19T15:49:00.000Z,0.5030593156207719,2027843806.3107693,20.6449,0.88843087,0.47131043,-15.34660218,-14.35219893,-9.84272985,-8.23112854,27733229460.95711,1.1825,50305931562.08,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:34:38.987022
7,11419,Toncoin,TON,toncoin,286,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3471118107.2223177,5105430125.993948,True,,8,3414166606.0,21949552431.63835,,2024-04-19T15:48:00.000Z,6.428963482058717,1109459047.0997906,147.4476,0.80844112,3.26419497,-9.06077108,52.54508769,182.43460599,187.35880469,22315691553.245056,0.9515,32822623840.22,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
8,74,Dogecoin,DOGE,dogecoin,957,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143950006383.70523,143950006383.70523,True,,9,,,,2024-04-19T15:49:00.000Z,0.1533402900161522,2123703736.3363483,-1.6304,0.67200565,2.01415526,-20.59595253,16.16019904,75.30977354,93.35455789,22073335726.704323,0.9412,22073335726.7,,2024-04-19T15:49:00.000Z,,,,,,2024-04-19 21:34:38.987022
9,2010,Cardano,ADA,cardano,1144,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35624671812.692,36798870281.388,False,,10,,,,2024-04-19T15:48:00.000Z,0.47344593268558705,563418864.5909523,17.1057,-0.04512592,3.91009234,-16.07632604,-21.14213357,-24.15068604,-7.38943412,16866355972.977907,0.7191,21305066970.85,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
10,5994,Shiba Inu,SHIB,shiba-inu,794,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-19T15:48:00.000Z,2.2935087510041632e-05,624480427.3026203,17.3031,-0.07480565,0.91276843,-14.7870097,-9.46904542,134.35749309,143.68853792,13515404205.729942,0.5763,13521015863.83,,2024-04-19T15:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-19 21:34:38.987022
11,5805,Avalanche,AVAX,avalanche,715,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377990615.8286095,436680255.8286095,False,,12,,,,2024-04-19T15:48:00.000Z,35.39640943181374,634572586.0591735,-5.7044,-0.28525369,1.31812534,-19.98607551,-32.53173829,-10.60836176,8.79883365,13379510599.252876,0.5705,25334934708.02,,2024-04-19T15:48:00.000Z,,,,,,2024-04-19 21:34:38.987022
